"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 60-64";449;42,8;42,7;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 65-69";437;85,5;85,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 65-69";270;52;52;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 65-69";707;68,6;68,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 70-74";432;123,4;123,4;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 70-74";289;77,5;77,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 70-74";721;99,8;100;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 75-79";466;184,8;184,8;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 75-79";308;102,9;102,9;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 75-79";774;140,4;141,6;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 80-84";431;267,7;267,7;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 80-84";419;180,8;180,8;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 80-84";850;216,4;218,9;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" 85+";421;382,5;382,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" 85+";628;262,7;262,7;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" 85+";1049;300,4;304,5;"";""
"Dikkedarmkanker";"C18-C21";2015;"Mannen";" Totaal";2785;33,2;37,7;"";""
"Dikkedarmkanker";"C18-C21";2015;"Vrouwen";" Totaal";2376;27,8;29,8;"";""
"Dikkedarmkanker";"C18-C21";2015;"Totaal";" Totaal";5161;30,5;33,7;"147134";"3.5"
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 20-24";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 25-29";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 25-29";4;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 30-34";6;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 35-39";5;1;1;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 35-39";18;3,5;3,5;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 35-39";23;2,3;2,3;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 40-44";27;4,9;4,9;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 40-44";16;2,9;2,9;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 40-44";43;3,9;3,9;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 45-49";50;7,8;7,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 45-49";49;7,7;7,7;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 45-49";99;7,7;7,7;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 50-54";99;15,4;15,4;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 50-54";90;14,1;14,1;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 50-54";189;14,8;14,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 55-59";176;29,8;29,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 55-59";136;23;23;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 55-59";312;26,4;26,4;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 60-64";250;47,3;47,3;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 60-64";185;34,8;34,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 60-64";435;41;41;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 65-69";407;79,6;79,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 65-69";285;54,8;54,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 65-69";692;67,1;67,1;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 70-74";448;120;120;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 70-74";295;74,6;74,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 70-74";743;96,7;96,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 75-79";435;166,8;166,8;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 75-79";313;102,5;102,5;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 75-79";748;132,1;132,9;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 80-84";416;251,3;251,3;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 80-84";388;166,5;166,5;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 80-84";804;201,7;203,7;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" 85+";451;392;392;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" 85+";655;269,6;269,6;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" 85+";1106;309;312,3;"";""
"Dikkedarmkanker";"C18-C21";2016;"Mannen";" Totaal";2769;32,8;36,3;"";""
"Dikkedarmkanker";"C18-C21";2016;"Vrouwen";" Totaal";2437;28,4;30;"";""
"Dikkedarmkanker";"C18-C21";2016;"Totaal";" Totaal";5206;30,6;33,1;"148997";"3.5"
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 25-29";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 30-34";9;1,7;1,7;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 30-34";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 30-34";11;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 35-39";10;2;2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 35-39";10;2;2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 35-39";20;2;2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 40-44";23;4,4;4,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 40-44";17;3,2;3,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 40-44";40;3,8;3,8;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 45-49";60;9,4;9,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 45-49";48;7,5;7,5;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 45-49";108;8,5;8,5;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 50-54";90;14;14;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 50-54";81;12,7;12,7;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 50-54";171;13,4;13,3;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 55-59";136;22,6;22,6;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 55-59";123;20,5;20,5;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 55-59";259;21,6;21,6;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 60-64";274;51,2;51,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 60-64";160;29,7;29,7;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 60-64";434;40,4;40,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 65-69";364;72,8;72,8;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 65-69";247;48,6;48,6;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 65-69";611;60,6;60,6;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 70-74";475;116,2;116,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 70-74";324;75,1;75,1;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 70-74";799;95,1;95,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 75-79";433;160,9;160,9;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 75-79";302;97;97;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 75-79";735;126,7;127,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 80-84";434;254,6;254,6;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 80-84";383;163,2;163,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 80-84";817;201,6;203,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" 85+";464;386,4;386,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" 85+";630;255,8;255,8;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" 85+";1094;298,6;301,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Mannen";" Totaal";2775;32,6;35,4;"";""
"Dikkedarmkanker";"C18-C21";2017;"Vrouwen";" Totaal";2328;27;28,2;"";""
"Dikkedarmkanker";"C18-C21";2017;"Totaal";" Totaal";5103;29,8;31,8;"150214";"3.4"
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 25-29";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 30-34";4;0,7;0,7;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 30-34";8;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 35-39";14;2,7;2,7;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 35-39";11;2,1;2,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 35-39";25;2,4;2,4;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 40-44";26;5,1;5,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 40-44";25;4,8;4,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 40-44";51;4,9;4,9;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 45-49";48;7,7;7,7;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 45-49";34;5,4;5,4;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 45-49";82;6,5;6,5;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 50-54";103;16;16;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 50-54";81;12,8;12,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 50-54";184;14,4;14,4;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 55-59";178;29,1;29,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 55-59";142;23,3;23,3;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 55-59";320;26,2;26,2;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 60-64";249;46;46;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 60-64";164;30;30;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 60-64";413;37,9;38;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 65-69";362;73,3;73,3;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 65-69";216;43;43;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 65-69";578;58;58;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 70-74";492;113,1;113,1;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 70-74";284;62;62;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 70-74";776;86,9;87;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 75-79";448;160,3;160,3;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 75-79";314;98,3;98,3;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 75-79";762;127,3;127,6;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 80-84";435;245,8;245,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 80-84";357;149,9;149,9;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 80-84";792;190,8;191,9;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" 85+";451;361,6;361,6;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" 85+";603;242,2;242,2;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" 85+";1054;282,1;283,9;"";""
"Dikkedarmkanker";"C18-C21";2018;"Mannen";" Totaal";2811;32,9;34,8;"";""
"Dikkedarmkanker";"C18-C21";2018;"Vrouwen";" Totaal";2238;25,8;26,7;"";""
"Dikkedarmkanker";"C18-C21";2018;"Totaal";" Totaal";5049;29,3;30,7;"153363";"3.3"
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 25-29";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 30-34";4;0,7;0,7;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 30-34";7;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 35-39";7;1,3;1,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 35-39";6;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 35-39";13;1,3;1,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 40-44";20;3,9;3,9;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 40-44";14;2,7;2,7;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 40-44";34;3,3;3,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 45-49";36;6;6;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 45-49";40;6,6;6,6;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 45-49";76;6,3;6,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 50-54";98;15,2;15,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 50-54";81;12,7;12,7;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 50-54";179;14;14;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 55-59";140;22,5;22,5;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 55-59";113;18,2;18,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 55-59";253;20,4;20,4;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 60-64";217;39,4;39,4;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 60-64";149;26,8;26,8;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 60-64";366;33,1;33,1;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 65-69";276;56;56;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 65-69";220;43,8;43,8;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 65-69";496;49,9;49,9;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 70-74";375;82,9;82,9;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 70-74";317;66,8;66,8;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 70-74";692;74,6;74,6;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 75-79";405;138,9;138,9;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 75-79";330;100,2;100,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 75-79";735;118,4;118,5;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 80-84";454;245,3;245,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 80-84";381;156,1;156,1;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 80-84";835;194,6;195,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" 85+";491;379,3;379,3;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" 85+";666;264,4;264,4;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" 85+";1157;303,4;304,5;"";""
"Dikkedarmkanker";"C18-C21";2019;"Mannen";" Totaal";2524;29,3;30,4;"";""
"Dikkedarmkanker";"C18-C21";2019;"Vrouwen";" Totaal";2321;26,6;27,2;"";""
"Dikkedarmkanker";"C18-C21";2019;"Totaal";" Totaal";4845;27,9;28,8;"151885";"3.2"
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 10-14";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 10-14";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 25-29";2;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 25-29";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 30-34";6;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 30-34";6;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 30-34";12;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 35-39";14;2,7;2,7;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 35-39";6;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 35-39";20;1,9;1,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 40-44";12;2,3;2,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 40-44";18;3,5;3,5;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 40-44";30;2,9;2,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 45-49";60;10,4;10,4;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 45-49";40;6,9;6,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 45-49";100;8,6;8,6;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 50-54";85;13,2;13,2;"";""
