"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Dikkedarmkanker";"C18-C21";2005;"Mannen";" 85+";281;429,7;429,7;"";""
"Dikkedarmkanker";"C18-C21";2005;"Vrouwen";" 85+";587;328,1;328,1;"";""
"Dikkedarmkanker";"C18-C21";2005;"Totaal";" 85+";868;355,3;363,6;"";""
"Dikkedarmkanker";"C18-C21";2005;"Mannen";" Totaal";2267;28,1;41,4;"";""
"Dikkedarmkanker";"C18-C21";2005;"Vrouwen";" Totaal";2333;28,3;35,3;"";""
"Dikkedarmkanker";"C18-C21";2005;"Totaal";" Totaal";4600;28,2;38,3;"136402";"3.4"
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 25-29";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 25-29";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 30-34";3;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 30-34";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 30-34";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 35-39";10;1,5;1,5;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 35-39";7;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 35-39";17;1,3;1,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 40-44";24;3,6;3,6;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 40-44";19;2,9;2,9;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 40-44";43;3,3;3,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 45-49";47;7,6;7,6;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 45-49";48;7,9;7,9;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 45-49";95;7,7;7,7;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 50-54";82;14,5;14,5;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 50-54";57;10,2;10,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 50-54";139;12,3;12,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 55-59";202;35,4;35,4;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 55-59";149;26,7;26,7;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 55-59";351;31,1;31,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 60-64";250;56,5;56,5;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 60-64";158;36;36;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 60-64";408;46,3;46,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 65-69";307;89,7;89,7;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 65-69";199;55,4;55,4;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 65-69";506;72,1;72,3;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 70-74";379;141,1;141,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 70-74";283;90,2;90,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 70-74";662;113,7;115,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 75-79";432;218,1;218,1;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 75-79";398;145,5;145,5;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 75-79";830;176;179,8;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 80-84";411;337,8;337,8;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 80-84";434;200,8;200,8;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 80-84";845;250,2;260,8;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" 85+";283;405,7;405,7;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" 85+";548;294;294;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" 85+";831;324,4;333;"";""
"Dikkedarmkanker";"C18-C21";2006;"Mannen";" Totaal";2435;30,1;43;"";""
"Dikkedarmkanker";"C18-C21";2006;"Vrouwen";" Totaal";2300;27,8;34,2;"";""
"Dikkedarmkanker";"C18-C21";2006;"Totaal";" Totaal";4735;29;38,6;"135372";"3.5"
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 10-14";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 10-14";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 20-24";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 25-29";4;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 30-34";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 30-34";4;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 35-39";8;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 35-39";12;1,9;1,9;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 35-39";20;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 40-44";16;2,4;2,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 40-44";15;2,3;2,3;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 40-44";31;2,4;2,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 45-49";48;7,7;7,7;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 45-49";44;7,1;7,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 45-49";92;7,4;7,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 50-54";75;13,1;13,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 50-54";81;14,3;14,3;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 50-54";156;13,7;13,7;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 55-59";167;30,1;30,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 55-59";116;21,3;21,3;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 55-59";283;25,7;25,7;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 60-64";289;60;60;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 60-64";206;43,1;43,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 60-64";495;51,6;51,5;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 65-69";345;98,3;98,3;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 65-69";225;61,6;61,6;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 65-69";570;79,6;79,7;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 70-74";360;132;132;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 70-74";292;92,9;92,9;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 70-74";652;111,1;112;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 75-79";419;205,8;205,8;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 75-79";350;126,6;126,6;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 75-79";769;160,2;164,1;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 80-84";420;337,7;337,7;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 80-84";450;208,2;208,2;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 80-84";870;255,5;264,9;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" 85+";330;446,3;446,3;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" 85+";576;297,4;297,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" 85+";906;338,6;349,4;"";""
"Dikkedarmkanker";"C18-C21";2007;"Mannen";" Totaal";2484;30,7;42,9;"";""
"Dikkedarmkanker";"C18-C21";2007;"Vrouwen";" Totaal";2370;28,6;34,6;"";""
"Dikkedarmkanker";"C18-C21";2007;"Totaal";" Totaal";4854;29,6;38,7;"133022";"3.6"
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 20-24";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 20-24";2;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 25-29";3;0,3;0,3;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 30-34";7;0,7;0,7;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 35-39";10;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 35-39";10;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 35-39";20;1,6;1,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 40-44";29;4,4;4,4;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 40-44";25;3,9;3,9;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 40-44";54;4,2;4,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 45-49";52;8,2;8,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 45-49";39;6,2;6,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 45-49";91;7,2;7,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 50-54";94;16,3;16,3;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 50-54";69;12,1;12,1;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 50-54";163;14,2;14,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 55-59";151;27,6;27,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 55-59";140;26;26;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 55-59";291;26,8;26,8;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 60-64";276;54;54;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 60-64";198;39;39;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 60-64";474;46,6;46,5;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 65-69";339;93,6;93,6;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 65-69";222;59,3;59,3;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 65-69";561;76,2;76,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 70-74";376;134,8;134,8;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 70-74";275;86,7;86,7;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 70-74";651;109,2;110,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 75-79";442;211,9;211,9;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 75-79";378;135,7;135,7;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 75-79";820;168,3;171,7;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 80-84";375;294,2;294,2;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 80-84";422;195;195;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 80-84";797;231,8;238,5;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" 85+";333;425;425;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" 85+";576;286,4;286,4;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" 85+";909;325,3;334,8;"";""
"Dikkedarmkanker";"C18-C21";2008;"Mannen";" Totaal";2483;30,5;41,5;"";""
"Dikkedarmkanker";"C18-C21";2008;"Vrouwen";" Totaal";2360;28,4;33,8;"";""
"Dikkedarmkanker";"C18-C21";2008;"Totaal";" Totaal";4843;29,4;37,6;"135136";"3.6"
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 25-29";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 25-29";4;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 30-34";4;0,8;0,8;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 30-34";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 30-34";6;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 35-39";4;0,7;0,7;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 35-39";13;2,2;2,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 35-39";17;1,4;1,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 40-44";17;2,6;2,6;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 40-44";26;4,1;4,1;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 40-44";43;3,3;3,3;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 45-49";54;8,4;8,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 45-49";47;7,4;7,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 45-49";101;7,9;7,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 50-54";92;15,7;15,7;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 50-54";83;14,3;14,3;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 50-54";175;15;15;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 55-59";163;29,9;29,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 55-59";119;22,1;22,1;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 55-59";282;26,1;26,1;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 60-64";314;59,3;59,3;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 60-64";227;43,2;43,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 60-64";541;51,3;51,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 65-69";379;100,9;100,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 65-69";191;49,5;49,5;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 65-69";570;74,8;74,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 70-74";406;141,2;141,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 70-74";280;86,6;86,6;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 70-74";686;112,3;113,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 75-79";464;217,8;217,8;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 75-79";337;120,6;120,6;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 75-79";801;162,6;166,5;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 80-84";373;284;284;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 80-84";382;175,9;175,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 80-84";755;216,6;223,2;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" 85+";315;380,9;380,9;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" 85+";603;289,4;289,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" 85+";918;315,4;321,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Mannen";" Totaal";2587;31,6;41,8;"";""
"Dikkedarmkanker";"C18-C21";2009;"Vrouwen";" Totaal";2313;27,7;32,4;"";""
"Dikkedarmkanker";"C18-C21";2009;"Totaal";" Totaal";4900;29,6;37,1;"134235";"3.7"
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 15-19";1;0,1;0,1;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 20-24";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 25-29";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 30-34";2;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 30-34";3;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 30-34";5;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 35-39";14;2,4;2,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 35-39";6;1;1;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 35-39";20;1,7;1,7;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 40-44";20;3,1;3,1;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 40-44";18;2,8;2,8;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 40-44";38;2,9;2,9;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 45-49";47;7,2;7,2;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 45-49";48;7,5;7,5;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 45-49";95;7,3;7,3;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 50-54";103;17,3;17,3;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 50-54";86;14,6;14,6;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 50-54";189;15,9;15,9;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 55-59";166;30,4;30,4;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 55-59";146;27;27;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 55-59";312;28,7;28,7;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 60-64";304;55,8;55,8;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 60-64";207;38,2;38,2;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 60-64";511;47;47;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 65-69";375;96,9;96,9;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 65-69";221;55,8;55,8;"";""
"Dikkedarmkanker";"C18-C21";2010;"Totaal";" 65-69";596;76,1;76,1;"";""
"Dikkedarmkanker";"C18-C21";2010;"Mannen";" 70-74";402;135,3;135,3;"";""
"Dikkedarmkanker";"C18-C21";2010;"Vrouwen";" 70-74";292;88,3;88,3;"";""
